ID,Age,Sex
73354a5b-c639-4d1b-a3be-2b876aaa887a_sub-29657,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0022,20,F
a8f6543b-2f0f-4a7c-bc27-c492e4c0bac8_sub-10,20,F
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3915,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0241,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0215,20,F
7a379ca1-a868-41a3-9fa8-dbe5577b9dfd_sub-019,20,M
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3918,20,M
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0194,20,F
0f202690-44af-4178-8b94-b4030a8e19c7_sub-30,20,M
0f202690-44af-4178-8b94-b4030a8e19c7_sub-42,20,M
c2954aa5-fe6d-4c42-87fb-a57dc52b8dcb_sub-089,20,F
c2954aa5-fe6d-4c42-87fb-a57dc52b8dcb_sub-091,20,M
c34c08da-8c6d-4484-bb6c-1a505a8a983f_sub-31,20,F
c34c08da-8c6d-4484-bb6c-1a505a8a983f_sub-33,20,F
f7713df1-c633-4709-ad2d-01f38d539db8_sub-0050476,20,M
f7713df1-c633-4709-ad2d-01f38d539db8_sub-0050477,20,M
56787b38-8570-4953-aec4-ecd597d8d15f_sub-14,20,M
73354a5b-c639-4d1b-a3be-2b876aaa887a_sub-29666,20,M
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON86642,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0002,20,M
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3923,20,M
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3927,20,M
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3930,20,F
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3935,20,F
48061b68-107e-43c8-b99a-c50e39c20cc7_sub-ON05431,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0236,20,F
47efbd04-d010-4be9-8905-9cde9615ca14_sub-06,20,F
9105226b-cf9a-4a13-b961-84f0c2180853_sub-06,20,F
a7ea4a61-a022-4e79-98b9-43e51a4ab1c9_sub-19,20,F
a7ea4a61-a022-4e79-98b9-43e51a4ab1c9_sub-20,20,F
a7ea4a61-a022-4e79-98b9-43e51a4ab1c9_sub-35,20,F
56787b38-8570-4953-aec4-ecd597d8d15f_sub-10,20,F
f7713df1-c633-4709-ad2d-01f38d539db8_sub-0050478,20,M
0f202690-44af-4178-8b94-b4030a8e19c7_sub-25,20,F
0f202690-44af-4178-8b94-b4030a8e19c7_sub-28,20,F
da2ddac6-a54e-4d8b-8dd4-8d0499354248_sub-11,20,F
da2ddac6-a54e-4d8b-8dd4-8d0499354248_sub-13,20,M
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0197,20,F
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0225,20,F
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0226,20,M
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0203,20,M
cc9795bb-4bfe-4b39-a03d-ef5ec7a072da_sub-15,20,F
4796176e-110a-4a9f-860c-30c08d95f1b7_sub-0051556,20,M
a68dae00-961b-4557-8eee-1fb6287fd7fc_sub-02,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1027,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1030,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1001,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1002,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1004,20,F
a7ea4a61-a022-4e79-98b9-43e51a4ab1c9_sub-07,20,F
a7ea4a61-a022-4e79-98b9-43e51a4ab1c9_sub-09,20,F
8f1f5fbc-cd26-43e8-ac30-6f812695f7be_sub-3920,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0262,20,F
7a734c23-447f-4bb6-82dd-72f584f716aa_sub-13,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0225,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0231,20,M
cc9795bb-4bfe-4b39-a03d-ef5ec7a072da_sub-17,20,M
27ac08a9-3671-4050-bac1-c99b77ba2e77_sub-128,20,F
0f202690-44af-4178-8b94-b4030a8e19c7_sub-11,20,F
185d810a-b74d-41ea-b3f6-527257aa2ba6_sub-ON97110,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-07,20,F
7b7cafef-f737-41a6-986d-5076a48c1732_sub-19,20,F
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0215,20,F
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0221,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0809,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0814,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1015,20,F
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON86532,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0035,20,F
cc9795bb-4bfe-4b39-a03d-ef5ec7a072da_sub-06,20,F
cc9795bb-4bfe-4b39-a03d-ef5ec7a072da_sub-13,20,F
27ac08a9-3671-4050-bac1-c99b77ba2e77_sub-141,20,F
27ac08a9-3671-4050-bac1-c99b77ba2e77_sub-219,20,F
27ac08a9-3671-4050-bac1-c99b77ba2e77_sub-221,20,F
27ac08a9-3671-4050-bac1-c99b77ba2e77_sub-223,20,F
f8adc8a4-bbed-47fa-9b4c-13dadbe78cb4_sub-12,20,F
0b14e2ab-91b1-42fd-bfb0-49280149e9b3_sub-29029,20,M
0b14e2ab-91b1-42fd-bfb0-49280149e9b3_sub-29032,20,M
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-28,20,F
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-31,20,F
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-32,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0928,20,M
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-02,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1009,20,F
f064cdd2-532a-4a3f-92c1-f691c570ec0e_sub-1014,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0807,20,F
7a379ca1-a868-41a3-9fa8-dbe5577b9dfd_sub-013,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0248,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0254,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0123,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0124,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0042,20,F
226d2e9f-c61f-4d88-82cd-60a2f0c291af_sub-720314,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0289,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0293,20,M
7a379ca1-a868-41a3-9fa8-dbe5577b9dfd_sub-009,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0798,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0054,20,M
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-26,20,F
48061b68-107e-43c8-b99a-c50e39c20cc7_sub-ON88871,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-19,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-23,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-24,20,M
7b7bec0c-de83-49b0-bfa5-403d5ea43320_sub-0223,20,F
7c996bd5-2397-4157-896c-7dc3c435ef0a_sub-016,20,F
7b7cafef-f737-41a6-986d-5076a48c1732_sub-31,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0780,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0757,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0277,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0282,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0288,20,F
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON05431,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0156,20,M
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-05,20,F
53caf846-bb91-4d81-b569-5a145a3bf71e_sub-23,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0133,20,M
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON85401,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0110,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0112,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0114,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0117,20,F
75839270-72d5-4cfa-9da6-ecd98ecdea4b_sub-05,20,M
75839270-72d5-4cfa-9da6-ecd98ecdea4b_sub-06,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0926,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0907,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0161,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0165,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0743,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0744,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0749,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0720,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0722,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0728,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0731,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0770,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0711,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0716,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0203,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0175,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0178,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0911,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0917,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0920,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0882,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0884,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0888,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0187,20,F
4473282f-0986-4984-a093-1dc6d239cad4_sub-ON76342,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0308,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0312,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0328,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0329,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0330,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0210,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0215,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0896,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0877,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0220,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0703,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0297,20,F
79633963-9dcf-4437-86c0-096552cf1b7d_sub-1702,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0709,20,F
27ac08a9-3671-4050-bac1-c99b77ba2e77_sub-237,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-083,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-085,20,M
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-096,20,M
ca2e3e86-c30d-4fba-b0ee-e830a2a3e0a3_sub-19,20,M
db04103a-fb2d-4546-965c-09a69ea80541_sub-31,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-32,20,M
db04103a-fb2d-4546-965c-09a69ea80541_sub-33,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-13,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0370,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0336,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0660,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0225,20,M
75839270-72d5-4cfa-9da6-ecd98ecdea4b_sub-41,20,M
75839270-72d5-4cfa-9da6-ecd98ecdea4b_sub-47,20,M
76bd5489-3a6a-469e-a3e2-b0a8a7e4c025_sub-01,20,M
76bd5489-3a6a-469e-a3e2-b0a8a7e4c025_sub-05,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0851,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0696,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0307,20,F
ca2e3e86-c30d-4fba-b0ee-e830a2a3e0a3_sub-26,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-051,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-068,20,M
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-024,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-026,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-031,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-035,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0631,20,M
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0939,20,F
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp1221,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0250,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0224,20,F
eb113f1f-7d78-4a23-92ac-2e8f655414db_sub-111,20,F
eb113f1f-7d78-4a23-92ac-2e8f655414db_sub-115,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0672,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0684,20,M
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-037,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-009,20,M
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-014,20,F
f8adc8a4-bbed-47fa-9b4c-13dadbe78cb4_sub-16,20,M
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-100,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-50,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-52,20,M
48061b68-107e-43c8-b99a-c50e39c20cc7_sub-ON98756,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0365,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0366,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0868,20,F
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0919,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0642,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0649,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0653,20,F
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON09875,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0624,20,F
db04103a-fb2d-4546-965c-09a69ea80541_sub-60,20,F
f8adc8a4-bbed-47fa-9b4c-13dadbe78cb4_sub-19,20,F
f8adc8a4-bbed-47fa-9b4c-13dadbe78cb4_sub-25,20,F
f8adc8a4-bbed-47fa-9b4c-13dadbe78cb4_sub-01,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-016,20,F
29b78795-abed-4a62-95e8-f31074965bc8_sub-24,20,F
f8b9d3f0-454c-4f34-9384-fe8cef50b91d_sub-24,20,F
eb113f1f-7d78-4a23-92ac-2e8f655414db_sub-134,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0239,20,F
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0521,20,F
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0870,20,M
4473282f-0986-4984-a093-1dc6d239cad4_sub-ON85401,20,F
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0701,20,M
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0730,20,F
ecbc0584-28e2-4148-b314-d8e1c527d922_sub-s05,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0352,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0359,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0361,20,M
f8b9d3f0-454c-4f34-9384-fe8cef50b91d_sub-28,20,F
f8b9d3f0-454c-4f34-9384-fe8cef50b91d_sub-18,20,M
335ccf23-00e3-4df4-9d26-696d6f294666_sub-1040,20,M
335ccf23-00e3-4df4-9d26-696d6f294666_sub-1041,20,F
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-138,20,F
7c996bd5-2397-4157-896c-7dc3c435ef0a_sub-120,20,F
185d810a-b74d-41ea-b3f6-527257aa2ba6_sub-ON86642,20,F
df6d31be-e851-4f42-b6b0-ab51b1639b86_sub-0050260,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0848,20,M
ed92493a-eb24-4778-8749-2568a6b55370_sub-10,20,F
ed92493a-eb24-4778-8749-2568a6b55370_sub-13,20,F
ed92493a-eb24-4778-8749-2568a6b55370_sub-17,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0621,20,F
ecbc0584-28e2-4148-b314-d8e1c527d922_sub-s07,20,F
eb113f1f-7d78-4a23-92ac-2e8f655414db_sub-131,20,F
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0153,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0261,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0262,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0263,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0594,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0599,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0602,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0606,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0575,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0579,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0390,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0393,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0379,20,F
34ced4fc-c0c4-49e3-86a7-3ca2253e9ee2_sub-004,20,M
29b78795-abed-4a62-95e8-f31074965bc8_sub-25,20,F
29b78795-abed-4a62-95e8-f31074965bc8_sub-26,20,F
ca2e3e86-c30d-4fba-b0ee-e830a2a3e0a3_sub-06,20,F
f8b9d3f0-454c-4f34-9384-fe8cef50b91d_sub-55,20,F
f8b9d3f0-454c-4f34-9384-fe8cef50b91d_sub-66,20,F
df6d31be-e851-4f42-b6b0-ab51b1639b86_sub-0050261,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0276,20,M
ed92493a-eb24-4778-8749-2568a6b55370_sub-18,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0821,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0826,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0284,20,M
9fac4c4a-3eb1-416a-aae4-7ecb3be6196b_sub-0050060,20,M
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0032,20,M
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0060,20,M
9fac4c4a-3eb1-416a-aae4-7ecb3be6196b_sub-0050046,20,M
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0229,20,M
a1cf2f4b-b56e-4f0f-9a97-011d530576b4_sub-dmp0290,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0406,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0407,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0408,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0412,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0422,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0313,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0285,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0288,20,M
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON76342,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0810,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0272,20,F
df6d31be-e851-4f42-b6b0-ab51b1639b86_sub-0050233,20,M
f8b9d3f0-454c-4f34-9384-fe8cef50b91d_sub-41,20,F
c7bb6a5b-4066-4a59-b56c-3c6fe4d44b90_sub-16,20,M
c7bb6a5b-4066-4a59-b56c-3c6fe4d44b90_sub-06,20,M
335ccf23-00e3-4df4-9d26-696d6f294666_sub-1015,20,F
c409cde7-dd8d-4b7c-893b-ad075aaacbd0_sub-06,20,M
335ccf23-00e3-4df4-9d26-696d6f294666_sub-1026,20,M
335ccf23-00e3-4df4-9d26-696d6f294666_sub-1028,20,F
f8bb7165-b6ee-49be-8e5c-d3d20df0d97d_sub-13,20,F
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-164,20,F
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-167,20,F
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-171,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0797,20,F
9fac4c4a-3eb1-416a-aae4-7ecb3be6196b_sub-0050020,20,M
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON39099,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0560,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0561,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0566,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0427,20,M
791ccdc9-46ad-4d99-8347-b772156818df_sub-29594,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0587,20,F
ed03f86b-ea93-43c9-a784-5a6aa52f644d_sub-024,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0437,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0447,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0449,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0328,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0329,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0330,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0803,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0804,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0774,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0775,20,F
4473282f-0986-4984-a093-1dc6d239cad4_sub-ON86642,20,F
4473282f-0986-4984-a093-1dc6d239cad4_sub-ON86532,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0787,20,M
c409cde7-dd8d-4b7c-893b-ad075aaacbd0_sub-15,20,F
c409cde7-dd8d-4b7c-893b-ad075aaacbd0_sub-17,20,M
c4647f71-5c61-419e-a593-1aa972f8b65a_sub-023,20,M
c4647f71-5c61-419e-a593-1aa972f8b65a_sub-034,20,F
c4647f71-5c61-419e-a593-1aa972f8b65a_sub-040,20,F
050d00db-6777-42b8-9a21-6ef7d655ad4b_sub-2522,20,F
4473282f-0986-4984-a093-1dc6d239cad4_sub-ON98756,20,F
23402587-53c9-4e2b-b35d-b04e2a2b31ca_sub-ON44122,20,F
9c54fd63-e7c1-4325-a6e9-9039ebe66b08_sub-22,20,F
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0318,20,M
d980cc3e-7d2b-4802-a883-e535606b379f_sub-0324,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0759,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0769,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0771,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0772,20,F
974560af-28d5-4cc9-b460-ef1cbe022c94_sub-1589,20,F
974560af-28d5-4cc9-b460-ef1cbe022c94_sub-1516,20,F
ed03f86b-ea93-43c9-a784-5a6aa52f644d_sub-056,20,M
ed03f86b-ea93-43c9-a784-5a6aa52f644d_sub-014,20,F
9c54fd63-e7c1-4325-a6e9-9039ebe66b08_sub-29,20,F
9c54fd63-e7c1-4325-a6e9-9039ebe66b08_sub-07,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0748,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0749,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0753,20,F
76f3f182-86fd-410c-86cb-b2189f85ca51_sub-54,20,F
76f3f182-86fd-410c-86cb-b2189f85ca51_sub-56,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0450,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0452,20,F
050d00db-6777-42b8-9a21-6ef7d655ad4b_sub-2526,20,F
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-19,20,M
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-20,20,M
def0220d-b2ca-4df0-9304-f4c06e913b6f_sub-tb3279,20,M
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-84,20,F
48061b68-107e-43c8-b99a-c50e39c20cc7_sub-ON98332,20,M
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-180,20,F
de14c30b-85b7-46f4-8cde-91923f9ac76c_sub-16,20,M
29f6a492-4ce4-434c-bf0b-77ef84a61903_sub-067018,20,F
2e429338-eaee-40d0-b72c-b2504176108a_sub-26,20,F
9bf33727-ecc6-4e46-b38b-fcb800906c0f_sub-42,20,M
9bf33727-ecc6-4e46-b38b-fcb800906c0f_sub-44,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0478,20,M
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0483,20,F
53c9cb88-9567-4158-9efc-e7ba1c0b5df9_sub-0460,20,F
78e77bf4-7ae5-4b2f-a199-2f4bea270c1e_sub-314,20,F
2e429338-eaee-40d0-b72c-b2504176108a_sub-40,20,F
2f785984-37ab-4caa-8d4f-3c21f671b30a_sub-0025430,20,F
2e429338-eaee-40d0-b72c-b2504176108a_sub-17,20,F
c4647f71-5c61-419e-a593-1aa972f8b65a_sub-058,20,F
c4647f71-5c61-419e-a593-1aa972f8b65a_sub-063,20,F
c4647f71-5c61-419e-a593-1aa972f8b65a_sub-066,20,F
